File,WaveData20240823_021.csv,
Date/Time,24-08-23/16:59,
,,
Center Wavelength,1550,nm
Span Wavelength,50,nm
Start Wavelength,1525,nm
Stop Wavelength,1575,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,0.07,nm
Actual Resolution,0.068,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
,,
Trace,A,
Start,1525,nm
Stop,1575,nm
Wavelength(A),Level(A),
1525,0.000001186,
1525.1,-0.0000006442,
1525.2,0.0000006667,
1525.3,0.000000454,
1525.4,-0.0000007311,
1525.5,0.0000008189,
1525.6,0.0000002064,
1525.7,0.0000005316,
1525.8,0.0000005908,
1525.9,0.0000002299,
1526,0.0000003169,
1526.1,0.0000006174,
1526.2,0.000000646,
1526.3,0.0000001175,
1526.4,-0.0000007134,
1526.5,0.0000008668,
1526.6,-0.00000105,
1526.7,-0.0000001727,
1526.8,0.0000009748,
1526.9,-0.00000008892,
1527,-0.0000005478,
1527.1,-0.000001626,
1527.2,0.000001096,
1527.3,-0.0000006051,
1527.4,-0.000000693,
1527.5,-0.0000004354,
1527.6,-0.0000002851,
1527.7,0.000001078,
1527.8,-0.0000001552,
1527.9,0.00000008892,
1528,0.0000007656,
1528.1,0.000001682,
1528.2,0.0000007295,
1528.3,0.0001145,
1528.4,0.0001877,
1528.5,0.0002023,
1528.6,0.000217,
1528.7,0.0002221,
1528.8,0.000227,
1528.9,0.0002455,
1529,0.0002335,
1529.1,0.00004256,
1529.2,0.00000555,
1529.3,0.0000003778,
1529.4,0.0000003951,
1529.5,0.00000006127,
1529.6,0.0000008383,
1529.7,0.0000001153,
1529.8,0.00007137,
1529.9,0.0004151,
1530,0.0004722,
1530.1,0.0004964,
1530.2,0.0005244,
1530.3,0.0005464,
1530.4,0.0005632,
1530.5,0.0006042,
1530.6,0.0003623,
1530.7,0.00001826,
1530.8,0.000003914,
1530.9,0.0000005293,
1531,-0.0000003651,
1531.1,0.000002003,
1531.2,0.0000003701,
1531.3,0.000001209,
1531.4,0.0005104,
1531.5,0.0008207,
1531.6,0.0008676,
1531.7,0.0009094,
1531.8,0.000922,
1531.9,0.0009365,
1532,0.0009547,
1532.1,0.0009147,
1532.2,0.0001907,
1532.3,0.00001737,
1532.4,0.000001889,
1532.5,0.000001355,
1532.6,0.000000312,
1532.7,0.0000008609,
1532.8,0.0000008508,
1532.9,0.00004679,
1533,0.0007385,
1533.1,0.0008616,
1533.2,0.0008581,
1533.3,0.0008212,
1533.4,0.0007852,
1533.5,0.0007542,
1533.6,0.0007191,
1533.7,0.0005851,
1533.8,0.00008434,
1533.9,0.000006556,
1534,0.0000004239,
1534.1,0.000001126,
1534.2,0.0000017,
1534.3,0.0000002185,
1534.4,0.000001432,
1534.5,0.00007336,
1534.6,0.0003336,
1534.7,0.0003303,
1534.8,0.0003096,
1534.9,0.0002818,
1535,0.0002602,
1535.1,0.0002345,
1535.2,0.0002162,
1535.3,0.000116,
1535.4,0.00002008,
1535.5,0.000001646,
1535.6,0.0000009678,
1535.7,-0.000001026,
1535.8,0.00000003885,
1535.9,0.0000006351,
1536,-0.00000134,
1536.1,0.0001381,
1536.2,0.0003843,
1536.3,0.0003621,
1536.4,0.0003355,
1536.5,0.0003129,
1536.6,0.0002892,
1536.7,0.0002586,
1536.8,0.0002364,
1536.9,0.00007931,
1537,0.000008696,
1537.1,0.000001416,
1537.2,0.000001915,
1537.3,-0.000001378,
1537.4,-0.0000004765,
1537.5,0.000001561,
1537.6,0.0000000317,
1537.7,0.0002184,
1537.8,0.0003305,
1537.9,0.000317,
1538,0.000306,
1538.1,0.0002903,
1538.2,0.0002822,
1538.3,0.0002724,
1538.4,0.0002309,
1538.5,0.00004181,
1538.6,0.000005191,
1538.7,0.000001762,
1538.8,0.000002664,
1538.9,-0.0000009168,
1539,0.00000005107,
1539.1,-0.0000005637,
1539.2,0.000004509,
1539.3,0.0002047,
1539.4,0.000244,
1539.5,0.0002473,
1539.6,0.0002386,
1539.7,0.0002327,
1539.8,0.0002366,
1539.9,0.0002321,
1540,0.0001651,
1540.1,0.00001594,
1540.2,0.000002026,
1540.3,-0.0000005751,
1540.4,0.000001056,
1540.5,0.0000006269,
1540.6,-0.0000007113,
1540.7,0.000001825,
1540.8,0.000006327,
1540.9,0.0002299,
1541,0.00025,
1541.1,0.0002569,
1541.2,0.000251,
1541.3,0.0002539,
1541.4,0.0002557,
1541.5,0.0002541,
1541.6,0.0001536,
1541.7,0.00001015,
1541.8,0.000001078,
1541.9,0.000001158,
1542,0.0000008457,
1542.1,0.0000002988,
1542.2,-0.000001597,
1542.3,0.0000009613,
1542.4,0.00001298,
1542.5,0.0002442,
1542.6,0.0002634,
1542.7,0.0002661,
1542.8,0.0002671,
1542.9,0.0002663,
1543,0.0002606,
1543.1,0.0002689,
1543.2,0.0001293,
1543.3,0.00001826,
1543.4,0.000001554,
1543.5,-0.00000009861,
1543.6,0.000001631,
1543.7,-0.0000007902,
1543.8,0.0000003875,
1543.9,0.000001593,
1544,0.00004929,
1544.1,0.0002279,
1544.2,0.0002433,
1544.3,0.000242,
1544.4,0.0002469,
1544.5,0.000247,
1544.6,0.0002454,
1544.7,0.000247,
1544.8,0.0001197,
1544.9,0.00001431,
1545,0.000001623,
1545.1,0.0000008928,
1545.2,0.000001461,
1545.3,0.0000003236,
1545.4,0.00000006128,
1545.5,0.0000006303,
1545.6,0.00007335,
1545.7,0.0002477,
1545.8,0.0002552,
1545.9,0.000255,
1546,0.0002571,
1546.1,0.0002561,
1546.2,0.0002652,
1546.3,0.0002592,
