File,WaveData20240823_017.csv,
Date/Time,24-08-23/16:56,
,,
Center Wavelength,1550,nm
Span Wavelength,50,nm
Start Wavelength,1525,nm
Stop Wavelength,1575,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,1,nm
Actual Resolution,0.944,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
,,
Trace,A,
Start,1525,nm
Stop,1575,nm
Wavelength(A),Level(A),
1525,0.0000002908,
1525.1,0.000001159,
1525.2,-0.000000615,
1525.3,-0.0000005492,
1525.4,0.0000006585,
1525.5,0.000001467,
1525.6,0.0000006084,
1525.7,0.00000002314,
1525.8,-0.00000006759,
1525.9,0.000001074,
1526,-0.00000055,
1526.1,0.0000002712,
1526.2,-0.00000001573,
1526.3,-0.0000009887,
1526.4,0.0000001101,
1526.5,0.0000004638,
1526.6,-0.0000005138,
1526.7,0.000002392,
1526.8,-0.000002476,
1526.9,0.0000007101,
1527,0.000001438,
1527.1,-0.0000008747,
1527.2,0.0000006842,
1527.3,0.000002093,
1527.4,0.0000006055,
1527.5,0.000001793,
1527.6,0.000003302,
1527.7,0.000002385,
1527.8,0.00004458,
1527.9,0.0003053,
1528,0.0005942,
1528.1,0.0009002,
1528.2,0.001233,
1528.3,0.001585,
1528.4,0.001948,
1528.5,0.002346,
1528.6,0.002542,
1528.7,0.002532,
1528.8,0.002405,
1528.9,0.002119,
1529,0.001821,
1529.1,0.001524,
1529.2,0.00119,
1529.3,0.000864,
1529.4,0.0008524,
1529.5,0.001142,
1529.6,0.001777,
1529.7,0.002585,
1529.8,0.003389,
1529.9,0.004186,
1530,0.005093,
1530.1,0.006003,
1530.2,0.006174,
1530.3,0.006129,
1530.4,0.005607,
1530.5,0.004823,
1530.6,0.004117,
1530.7,0.003337,
1530.8,0.002495,
1530.9,0.001837,
1531,0.002017,
1531.1,0.002588,
1531.2,0.003926,
1531.3,0.005324,
1531.4,0.006646,
1531.5,0.008122,
1531.6,0.009656,
1531.7,0.01057,
1531.8,0.01065,
1531.9,0.01023,
1532,0.008846,
1532.1,0.007505,
1532.2,0.006274,
1532.3,0.004834,
1532.4,0.003427,
1532.5,0.002545,
1532.6,0.00235,
1532.7,0.003079,
1532.8,0.004403,
1532.9,0.005585,
1533,0.006742,
1533.1,0.00796,
1533.2,0.008924,
1533.3,0.009354,
1533.4,0.009454,
1533.5,0.008457,
1533.6,0.007083,
1533.7,0.005881,
1533.8,0.004572,
1533.9,0.003338,
1534,0.002248,
1534.1,0.001508,
1534.2,0.001082,
1534.3,0.001411,
1534.4,0.001834,
1534.5,0.002218,
1534.6,0.002637,
1534.7,0.002988,
1534.8,0.003246,
1534.9,0.003361,
1535,0.003243,
1535.1,0.002716,
1535.2,0.002234,
1535.3,0.001779,
1535.4,0.001319,
1535.5,0.0009403,
1535.6,0.0006314,
1535.7,0.0007202,
1535.8,0.001066,
1535.9,0.001624,
1536,0.002101,
1536.1,0.002566,
1536.2,0.003006,
1536.3,0.003376,
1536.4,0.003658,
1536.5,0.003695,
1536.6,0.003463,
1536.7,0.002908,
1536.8,0.002376,
1536.9,0.001838,
1537,0.001369,
1537.1,0.0009281,
1537.2,0.0006075,
1537.3,0.0006694,
1537.4,0.001009,
1537.5,0.0015,
1537.6,0.001945,
1537.7,0.002405,
1537.8,0.002813,
1537.9,0.003207,
1538,0.003446,
1538.1,0.003443,
1538.2,0.003191,
1538.3,0.002707,
1538.4,0.002204,
1538.5,0.001744,
1538.6,0.001302,
1538.7,0.0008984,
1538.8,0.0005699,
1538.9,0.0005507,
1539,0.0008255,
1539.1,0.001191,
1539.2,0.001581,
1539.3,0.001933,
1539.4,0.002282,
1539.5,0.002629,
1539.6,0.002764,
1539.7,0.002738,
1539.8,0.002491,
1539.9,0.002112,
1540,0.001741,
1540.1,0.001375,
1540.2,0.001016,
1540.3,0.0006885,
1540.4,0.0004851,
1540.5,0.0005654,
1540.6,0.000915,
1540.7,0.001309,
1540.8,0.001723,
1540.9,0.002104,
1541,0.002485,
1541.1,0.002863,
1541.2,0.002969,
1541.3,0.002933,
1541.4,0.002634,
1541.5,0.002234,
1541.6,0.001847,
1541.7,0.00146,
1541.8,0.001077,
1541.9,0.000718,
1542,0.0005099,
1542.1,0.0006039,
1542.2,0.0009775,
1542.3,0.001403,
1542.4,0.0018,
1542.5,0.002205,
1542.6,0.002618,
1542.7,0.002988,
1542.8,0.003076,
1542.9,0.003023,
1543,0.002681,
1543.1,0.002283,
1543.2,0.001881,
1543.3,0.001475,
1543.4,0.001069,
1543.5,0.0007045,
1543.6,0.0004949,
1543.7,0.0005896,
1543.8,0.0009484,
1543.9,0.001313,
1544,0.001707,
1544.1,0.002089,
1544.2,0.002463,
1544.3,0.0028,
1544.4,0.002857,
1544.5,0.002761,
1544.6,0.002423,
1544.7,0.002068,
1544.8,0.001694,
1544.9,0.001327,
1545,0.0009553,
1545.1,0.0006144,
1545.2,0.0004806,
1545.3,0.0006618,
1545.4,0.001045,
1545.5,0.001458,
1545.6,0.001858,
1545.7,0.002245,
1545.8,0.002643,
1545.9,0.003004,
1546,0.003047,
1546.1,0.002919,
1546.2,0.002568,
1546.3,0.002168,
1546.4,0.00177,
1546.5,0.001387,
1546.6,0.0009949,
1546.7,0.0006345,
1546.8,0.0004971,
1546.9,0.0006903,
1547,0.00109,
1547.1,0.001533,
1547.2,0.001936,
1547.3,0.002338,
1547.4,0.002757,
1547.5,0.003111,
1547.6,0.003149,
1547.7,0.003036,
1547.8,0.00265,
1547.9,0.002234,
1548,0.001826,
1548.1,0.001415,
1548.2,0.001002,
1548.3,0.0006303,
1548.4,0.000455,
1548.5,0.0006104,
1548.6,0.0009676,
1548.7,0.001334,
1548.8,0.001704,
1548.9,0.002076,
1549,0.002429,
1549.1,0.002711,
1549.2,0.002754,
1549.3,0.002636,
1549.4,0.002278,
1549.5,0.001941,
1549.6,0.001585,
1549.7,0.001212,
1549.8,0.0008832,
1549.9,0.000542,
1550,0.0004217,
1550.1,0.0006041,
1550.2,0.0009604,
1550.3,0.001313,
1550.4,0.001692,
1550.5,0.002046,
1550.6,0.002389,
1550.7,0.002707,
1550.8,0.002757,
1550.9,0.002619,
1551,0.002292,
1551.1,0.00194,
1551.2,0.00158,
1551.3,0.001225,
1551.4,0.0008982,
1551.5,0.0005456,
1551.6,0.0004254,
1551.7,0.0006145,
1551.8,0.0009791,
1551.9,0.001357,
1552,0.001753,
1552.1,0.002113,
1552.2,0.002494,
1552.3,0.002837,
1552.4,0.002888,
1552.5,0.002779,
1552.6,0.002427,
1552.7,0.002047,
1552.8,0.001666,
1552.9,0.001295,
1553,0.0009277,
1553.1,0.0005901,
1553.2,0.0004351,
1553.3,0.0006088,
1553.4,0.0009871,
1553.5,0.001389,
1553.6,0.001762,
1553.7,0.00214,
1553.8,0.002519,
1553.9,0.002862,
1554,0.002953,
1554.1,0.002856,
1554.2,0.002495,
1554.3,0.002115,
1554.4,0.001732,
1554.5,0.00135,
1554.6,0.0009762,
1554.7,0.000632,
1554.8,0.0004408,
1554.9,0.000625,
1555,0.001048,
1555.1,0.001502,
1555.2,0.001935,
1555.3,0.002357,
1555.4,0.002786,
1555.5,0.00319,
1555.6,0.003336,
1555.7,0.003262,
1555.8,0.002886,
1555.9,0.002445,
1556,0.002009,
1556.1,0.00158,
1556.2,0.001153,
1556.3,0.0007535,
1556.4,0.0004414,
1556.5,0.0005033,
1556.6,0.0008661,
1556.7,0.001244,
1556.8,0.001646,
1556.9,0.002019,
1557,0.002385,
1557.1,0.002747,
1557.2,0.002917,
1557.3,0.002889,
1557.4,0.002571,
1557.5,0.002182,
1557.6,0.001794,
1557.7,0.001424,
1557.8,0.001045,
1557.9,0.0007016,
1558,0.0004096,
1558.1,0.0004766,
1558.2,0.000852,
1558.3,0.001252,
1558.4,0.001663,
1558.5,0.00205,
1558.6,0.002435,
1558.7,0.002805,
1558.8,0.003044,
1558.9,0.003043,
1559,0.002749,
1559.1,0.002355,
1559.2,0.001949,
1559.3,0.001552,
1559.4,0.001157,
1559.5,0.0008102,
1559.6,0.0004618,
1559.7,0.0004635,
1559.8,0.0008388,
1559.9,0.001283,
1560,0.00175,
1560.1,0.002178,
1560.2,0.002603,
1560.3,0.003016,
1560.4,0.003359,
1560.5,0.003382,
1560.6,0.003165,
1560.7,0.002713,
1560.8,0.002254,
1560.9,0.0018,
1561,0.001377,
1561.1,0.0009465,
1561.2,0.0005641,
1561.3,0.0004001,
1561.4,0.0006912,
1561.5,0.001119,
1561.6,0.001577,
1561.7,0.001991,
1561.8,0.002391,
1561.9,0.002797,
1562,0.003166,
1562.1,0.003258,
1562.2,0.003139,
1562.3,0.002707,
1562.4,0.002261,
1562.5,0.001831,
1562.6,0.00141,
1562.7,0.0009998,
1562.8,0.000635,
1562.9,0.0003665,
1563,0.0005592,
1563.1,0.0009708,
1563.2,0.0014,
1563.3,0.001797,
1563.4,0.002185,
1563.5,0.002566,
1563.6,0.002934,
1563.7,0.003117,
1563.8,0.003076,
1563.9,0.002708,
1564,0.002279,
1564.1,0.00187,
1564.2,0.001463,
1564.3,0.001069,
1564.4,0.0007147,
1564.5,0.0003784,
1564.6,0.0004393,
1564.7,0.0008368,
1564.8,0.001268,
1564.9,0.001704,
1565,0.00211,
1565.1,0.002501,
1565.2,0.002875,
1565.3,0.003165,
1565.4,0.003183,
1565.5,0.002919,
1565.6,0.002478,
1565.7,0.002048,
1565.8,0.001631,
1565.9,0.001219,
1566,0.0008486,
1566.1,0.0004592,
1566.2,0.0001109,
