File,WaveData20240823_031.csv,
Date/Time,24-08-23/17:05,
,,
Center Wavelength,1550,nm
Span Wavelength,50,nm
Start Wavelength,1525,nm
Stop Wavelength,1575,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,1,nm
Actual Resolution,0.944,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
,,
Trace,A,
Start,1525,nm
Stop,1575,nm
Wavelength(A),Level(A),
1525,0.0000008306,
1525.1,0.00000197,
1525.2,0.000002516,
1525.3,0.000001717,
1525.4,0.000001006,
1525.5,0.00000009071,
1525.6,0.0000009146,
1525.7,0.000001181,
1525.8,0.000000926,
1525.9,0.000003748,
1526,0.000001272,
1526.1,0.000001066,
1526.2,0.0000009434,
1526.3,0.000002232,
1526.4,0.0000004443,
1526.5,0.0000003925,
1526.6,0.000001241,
1526.7,0.000001778,
1526.8,0.000001847,
1526.9,0.000001645,
1527,0.000003171,
1527.1,0.000003166,
1527.2,0.000002473,
1527.3,0.000003613,
1527.4,0.000007439,
1527.5,0.00001251,
1527.6,0.00002099,
1527.7,0.00003048,
1527.8,0.0003666,
1527.9,0.002378,
1528,0.004678,
1528.1,0.007138,
1528.2,0.009752,
1528.3,0.01254,
1528.4,0.01554,
1528.5,0.01873,
1528.6,0.0216,
1528.7,0.024,
1528.8,0.0256,
1528.9,0.02624,
1529,0.02677,
1529.1,0.02746,
1529.2,0.02815,
1529.3,0.02867,
1529.4,0.02836,
1529.5,0.02748,
1529.6,0.02703,
1529.7,0.02707,
1529.8,0.02696,
1529.9,0.02661,
1530,0.02651,
1530.1,0.02648,
1530.2,0.02554,
1530.3,0.02499,
1530.4,0.02548,
1530.5,0.02592,
1530.6,0.02659,
1530.7,0.0273,
1530.8,0.02757,
1530.9,0.02772,
1531,0.02778,
1531.1,0.02734,
1531.2,0.02791,
1531.3,0.02862,
1531.4,0.0288,
1531.5,0.02909,
1531.6,0.02942,
1531.7,0.02936,
1531.8,0.02992,
1531.9,0.03106,
1532,0.0317,
1532.1,0.03232,
1532.2,0.03314,
1532.3,0.03349,
1532.4,0.03371,
1532.5,0.03418,
1532.6,0.03394,
1532.7,0.03328,
1532.8,0.03262,
1532.9,0.03163,
1533,0.0304,
1533.1,0.02958,
1533.2,0.02833,
1533.3,0.02754,
1533.4,0.02765,
1533.5,0.0277,
1533.6,0.02759,
1533.7,0.02782,
1533.8,0.02775,
1533.9,0.0273,
1534,0.02726,
1534.1,0.0283,
1534.2,0.02947,
1534.3,0.02987,
1534.4,0.02984,
1534.5,0.02945,
1534.6,0.02935,
1534.7,0.02916,
1534.8,0.02883,
1534.9,0.03021,
1535,0.03148,
1535.1,0.03102,
1535.2,0.03054,
1535.3,0.03018,
1535.4,0.02966,
1535.5,0.02931,
1535.6,0.02924,
1535.7,0.02994,
1535.8,0.03027,
1535.9,0.02943,
1536,0.02843,
1536.1,0.02761,
1536.2,0.02696,
1536.3,0.02624,
1536.4,0.02584,
1536.5,0.02644,
1536.6,0.02663,
1536.7,0.02602,
1536.8,0.02557,
1536.9,0.02509,
1537,0.0239,
1537.1,0.02157,
1537.2,0.01929,
1537.3,0.01712,
1537.4,0.01451,
1537.5,0.01146,
1537.6,0.008628,
1537.7,0.005937,
1537.8,0.003411,
1537.9,0.001152,
1538,0.000426,
1538.1,0.0003808,
1538.2,0.0003545,
1538.3,0.0003418,
1538.4,0.0003319,
1538.5,0.0003145,
1538.6,0.0003116,
1538.7,0.0003038,
1538.8,0.0002919,
1538.9,0.000293,
1539,0.0002876,
