File,WaveData20240823_010.csv,
Date/Time,24-08-23/16:34,
,,
Center Wavelength,1550,nm
Span Wavelength,100,nm
Start Wavelength,1500,nm
Stop Wavelength,1600,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,1,nm
Actual Resolution,0.944,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
,,
Trace,A,
Start,1500,nm
Stop,1600,nm
Wavelength(A),Level(A),
1500,0.0002293,
1500.2,0.000233,
1500.4,0.0002384,
1500.6,0.0002363,
1500.8,0.0002463,
1501,0.000249,
1501.2,0.0002543,
1501.4,0.0002565,
1501.6,0.0002639,
1501.8,0.0002687,
1502,0.000271,
1502.2,0.0002781,
1502.4,0.0002817,
1502.6,0.0002864,
1502.8,0.0002957,
1503,0.0002996,
1503.2,0.0002998,
1503.4,0.0003108,
1503.6,0.0003143,
1503.8,0.0003222,
1504,0.0003324,
1504.2,0.0003366,
1504.4,0.0003448,
1504.6,0.0003537,
1504.8,0.0003598,
1505,0.0003702,
1505.2,0.0003751,
1505.4,0.0003864,
1505.6,0.0003927,
1505.8,0.0004054,
1506,0.0004114,
1506.2,0.0004214,
1506.4,0.0004323,
1506.6,0.0004401,
1506.8,0.0004534,
1507,0.0004666,
1507.2,0.0004736,
1507.4,0.000487,
1507.6,0.0005018,
1507.8,0.0005148,
1508,0.0005276,
1508.2,0.0005411,
1508.4,0.0005589,
1508.6,0.0005739,
1508.8,0.0005895,
1509,0.000607,
1509.2,0.0006252,
1509.4,0.0006413,
1509.6,0.0006639,
1509.8,0.0006836,
1510,0.0007003,
1510.2,0.0007214,
1510.4,0.0007455,
1510.6,0.0007677,
1510.8,0.0007917,
1511,0.0008181,
1511.2,0.0008411,
1511.4,0.0008649,
1511.6,0.0008986,
1511.8,0.000928,
1512,0.0009584,
1512.2,0.0009912,
1512.4,0.001028,
1512.6,0.001064,
1512.8,0.001104,
1513,0.001139,
1513.2,0.001185,
1513.4,0.001222,
1513.6,0.001273,
1513.8,0.001321,
1514,0.001374,
1514.2,0.001427,
1514.4,0.001482,
1514.6,0.001543,
1514.8,0.001601,
1515,0.001674,
1515.2,0.001742,
1515.4,0.001814,
1515.6,0.001893,
1515.8,0.00198,
1516,0.002067,
1516.2,0.002159,
1516.4,0.00226,
1516.6,0.002366,
1516.8,0.002479,
1517,0.002598,
1517.2,0.002731,
1517.4,0.002877,
1517.6,0.003023,
1517.8,0.003188,
1518,0.003359,
1518.2,0.003554,
1518.4,0.003766,
1518.6,0.003987,
1518.8,0.004232,
1519,0.004515,
1519.2,0.004815,
1519.4,0.005145,
1519.6,0.005498,
1519.8,0.005908,
1520,0.006354,
1520.2,0.006851,
1520.4,0.007405,
1520.6,0.008029,
1520.8,0.008726,
1521,0.009503,
1521.2,0.01038,
1521.4,0.01137,
1521.6,0.01251,
1521.8,0.01385,
1522,0.01528,
1522.2,0.01693,
1522.4,0.01882,
1522.6,0.02096,
1522.8,0.0234,
1523,0.0262,
1523.2,0.02938,
1523.4,0.03305,
1523.6,0.03724,
1523.8,0.04202,
1524,0.04751,
1524.2,0.05388,
1524.4,0.06115,
1524.6,0.06951,
1524.8,0.07916,
1525,0.09017,
1525.2,0.1028,
1525.4,0.1174,
1525.6,0.1343,
1525.8,0.1534,
1526,0.1755,
1526.2,0.2007,
1526.4,0.2315,
1526.6,0.2646,
1526.8,0.3024,
1527,0.346,
1527.2,0.3947,
1527.4,0.45,
1527.6,0.5134,
1527.8,0.5843,
1528,0.665,
1528.2,0.7563,
1528.4,0.8587,
1528.6,0.9733,
1528.8,1.102,
1529,1.248,
1529.2,1.406,
1529.4,1.581,
1529.6,1.773,
1529.8,1.976,
1530,2.196,
1530.2,2.43,
1530.4,2.678,
1530.6,2.933,
1530.8,3.188,
1531,3.436,
1531.2,3.672,
1531.4,3.887,
1531.6,4.076,
1531.8,4.228,
1532,4.34,
1532.2,4.404,
1532.4,4.405,
1532.6,4.345,
1532.8,4.228,
1533,4.053,
1533.2,3.82,
1533.4,3.544,
1533.6,3.236,
1533.8,2.914,
1534,2.584,
1534.2,2.258,
1534.4,1.955,
1534.6,1.672,
1534.8,1.415,
1535,1.182,
1535.2,1.002,
1535.4,0.8385,
1535.6,0.7033,
1535.8,0.5879,
1536,0.4934,
1536.2,0.4146,
1536.4,0.3506,
1536.6,0.2986,
1536.8,0.256,
1537,0.2222,
1537.2,0.1942,
1537.4,0.1716,
1537.6,0.1534,
1537.8,0.1386,
1538,0.1261,
1538.2,0.116,
1538.4,0.1073,
1538.6,0.1005,
1538.8,0.09454,
1539,0.08981,
1539.2,0.08566,
1539.4,0.08217,
1539.6,0.07955,
1539.8,0.07722,
1540,0.07531,
1540.2,0.07377,
1540.4,0.07251,
1540.6,0.07162,
1540.8,0.07096,
1541,0.07058,
1541.2,0.07036,
1541.4,0.07029,
1541.6,0.07035,
1541.8,0.07055,
1542,0.07092,
1542.2,0.07135,
1542.4,0.07188,
1542.6,0.07253,
1542.8,0.07322,
1543,0.07401,
1543.2,0.07479,
1543.4,0.07565,
1543.6,0.07649,
1543.8,0.07743,
1544,0.07835,
1544.2,0.07938,
1544.4,0.08051,
1544.6,0.08158,
1544.8,0.0827,
1545,0.08374,
1545.2,0.08487,
1545.4,0.08599,
1545.6,0.08712,
1545.8,0.08824,
1546,0.08938,
1546.2,0.09052,
1546.4,0.09158,
1546.6,0.09263,
1546.8,0.0937,
1547,0.09475,
1547.2,0.09573,
1547.4,0.0967,
1547.6,0.09768,
1547.8,0.09857,
1548,0.09947,
1548.2,0.1003,
1548.4,0.101,
1548.6,0.1017,
1548.8,0.1023,
1549,0.1029,
1549.2,0.1033,
1549.4,0.1038,
1549.6,0.1042,
1549.8,0.1044,
1550,0.1045,
1550.2,0.1045,
1550.4,0.1045,
1550.6,0.1043,
1550.8,0.1041,
1551,0.1039,
1551.2,0.1033,
1551.4,0.1028,
1551.6,0.1022,
1551.8,0.1015,
1552,0.1006,
1552.2,0.09979,
1552.4,0.0988,
1552.6,0.0978,
1552.8,0.09665,
1553,0.09558,
1553.2,0.0945,
1553.4,0.09327,
1553.6,0.09219,
1553.8,0.09095,
1554,0.08972,
1554.2,0.08853,
1554.4,0.08734,
1554.6,0.08616,
1554.8,0.08506,
1555,0.08396,
1555.2,0.08278,
1555.4,0.08156,
1555.6,0.08036,
1555.8,0.07911,
1556,0.07782,
1556.2,0.07657,
1556.4,0.07536,
1556.6,0.07413,
1556.8,0.07282,
1557,0.07144,
1557.2,0.07004,
1557.4,0.06861,
1557.6,0.06706,
1557.8,0.06554,
1558,0.06396,
1558.2,0.06229,
1558.4,0.06066,
1558.6,0.05895,
1558.8,0.05722,
1559,0.0554,
1559.2,0.05364,
1559.4,0.05182,
1559.6,0.04996,
1559.8,0.04812,
1560,0.0464,
1560.2,0.0446,
1560.4,0.04283,
1560.6,0.04104,
1560.8,0.03927,
1561,0.0376,
1561.2,0.03591,
1561.4,0.03426,
1561.6,0.03263,
1561.8,0.03111,
1562,0.02962,
1562.2,0.02821,
1562.4,0.02678,
1562.6,0.02545,
1562.8,0.02414,
1563,0.02287,
1563.2,0.02171,
1563.4,0.02056,
1563.6,0.01948,
1563.8,0.01841,
1564,0.01743,
1564.2,0.0165,
1564.4,0.01556,
1564.6,0.01469,
1564.8,0.01387,
1565,0.0131,
1565.2,0.01234,
1565.4,0.01166,
1565.6,0.01102,
1565.8,0.01042,
1566,0.009796,
1566.2,0.009264,
1566.4,0.008731,
1566.6,0.008248,
1566.8,0.00781,
1567,0.007389,
1567.2,0.006975,
1567.4,0.006619,
1567.6,0.00623,
1567.8,0.0059,
1568,0.005601,
1568.2,0.005297,
1568.4,0.005027,
1568.6,0.00474,
1568.8,0.004487,
1569,0.004251,
1569.2,0.004032,
1569.4,0.003847,
1569.6,0.003654,
1569.8,0.003473,
1570,0.003288,
1570.2,0.003125,
1570.4,0.002973,
1570.6,0.002843,
1570.8,0.002716,
1571,0.002587,
1571.2,0.002461,
1571.4,0.002357,
1571.6,0.002248,
1571.8,0.002145,
1572,0.00205,
1572.2,0.001968,
1572.4,0.001884,
1572.6,0.001804,
1572.8,0.001727,
1573,0.001662,
1573.2,0.001598,
1573.4,0.001536,
1573.6,0.001462,
1573.8,0.001421,
1574,0.001364,
1574.2,0.001319,
1574.4,0.001262,
1574.6,0.001223,
1574.8,0.001177,
1575,0.00114,
1575.2,0.001111,
1575.4,0.001072,
1575.6,0.00103,
1575.8,0.00101,
1576,0.0009694,
1576.2,0.0009402,
1576.4,0.0009143,
1576.6,0.0008802,
1576.8,0.0008675,
1577,0.0008376,
1577.2,0.0008137,
1577.4,0.0007914,
1577.6,0.0007718,
1577.8,0.0007479,
1578,0.0007358,
1578.2,0.000708,
1578.4,0.0007011,
1578.6,0.0006842,
1578.8,0.0006615,
1579,0.0006496,
1579.2,0.0006469,
1579.4,0.000625,
1579.6,0.0006032,
1579.8,0.0005964,
1580,0.0005912,
1580.2,0.0005712,
1580.4,0.000558,
1580.6,0.0005556,
1580.8,0.0005365,
1581,0.0005181,
1581.2,0.0005207,
1581.4,0.0005099,
1581.6,0.0005016,
1581.8,0.00049,
1582,0.0004817,
1582.2,0.0004755,
1582.4,0.0004734,
1582.6,0.0004647,
1582.8,0.0004584,
1583,0.0004447,
1583.2,0.000451,
1583.4,0.0004381,
1583.6,0.0004386,
1583.8,0.0004208,
1584,0.0004172,
1584.2,0.0004182,
1584.4,0.0003927,
1584.6,0.0004046,
1584.8,0.0003939,
1585,0.00039,
1585.2,0.0003844,
1585.4,0.0003802,
1585.6,0.000373,
1585.8,0.0003743,
1586,0.0003644,
1586.2,0.0003623,
1586.4,0.0003588,
1586.6,0.0003535,
1586.8,0.0003465,
1587,0.0003443,
1587.2,0.0003417,
1587.4,0.0003374,
1587.6,0.0003289,
1587.8,0.0003304,
1588,0.0003318,
1588.2,0.0003209,
1588.4,0.0003204,
1588.6,0.0003131,
1588.8,0.0003107,
1589,0.000307,
1589.2,0.0003049,
1589.4,0.0003015,
1589.6,0.0002975,
1589.8,0.000295,
1590,0.000291,
1590.2,0.0002889,
1590.4,0.0002841,
1590.6,0.0002831,
1590.8,0.0002801,
1591,0.0002751,
1591.2,0.000275,
1591.4,0.0002704,
1591.6,0.0002719,
1591.8,0.0002669,
1592,0.0002701,
1592.2,0.0002617,
1592.4,0.0002601,
1592.6,0.0002547,
1592.8,0.0002586,
1593,0.0002514,
1593.2,0.0002519,
1593.4,0.0002479,
1593.6,0.0002453,
1593.8,0.0002429,
1594,0.0002445,
1594.2,0.000244,
1594.4,0.0002384,
1594.6,0.000237,
1594.8,0.0002348,
1595,0.000233,
1595.2,0.0002305,
1595.4,0.000227,
1595.6,0.0002234,
1595.8,0.0002234,
1596,0.0002223,
1596.2,0.0002226,
1596.4,0.0002207,
1596.6,0.0002098,
1596.8,0.0002149,
1597,0.0002106,
1597.2,0.0002082,
1597.4,0.0002076,
1597.6,0.0002067,
1597.8,0.0002062,
1598,0.0002046,
1598.2,0.0002043,
1598.4,0.000201,
1598.6,0.0002013,
1598.8,0.0001977,
1599,0.0001941,
1599.2,0.0001952,
1599.4,0.0001913,
1599.6,0.0001895,
1599.8,0.0001896,
1600,0.0001877,
